KEY,ENTITY,D0,D1,D2,D3,D4,D5,D6,D7,REFERENCES
94,FACE_OUTER_BOUND,'NONE',1770,0001,,,,,,['1770']
95,EDGE_LOOP,'NONE',1988,1874,,,,,,"['1988', '1874']"
96,FACE_OUTER_BOUND,'NONE',232,0001,,,,,,['232']
97,FACE_OUTER_BOUND,'NONE',1772,0001,,,,,,['1772']
98,LINE,'NONE',1270,92,,,,,,"['1270', '92']"
99,VECTOR,'NONE',1278,1000.000000000000000,,,,,,['1278']
100,LINE,'NONE',1276,102,,,,,,"['1276', '102']"
101,LINE,'NONE',1306,178,,,,,,"['1306', '178']"
102,VECTOR,'NONE',1275,1000.000000000000000,,,,,,['1275']
103,LINE,'NONE',1271,177,,,,,,"['1271', '177']"
104,LINE,'NONE',1268,105,,,,,,"['1268', '105']"
105,VECTOR,'NONE',1267,1000.000000000000000,,,,,,['1267']
106,FACE_OUTER_BOUND,'NONE',157,0001,,,,,,['157']
107,LINE,'NONE',1266,114,,,,,,"['1266', '114']"
108,LINE,'NONE',1264,112,,,,,,"['1264', '112']"
109,FACE_OUTER_BOUND,'NONE',95,0001,,,,,,['95']
110,LINE,'NONE',1308,119,,,,,,"['1308', '119']"
111,CYLINDRICAL_SURFACE,'NONE',1445,2.099999999999997900,,,,,,['1445']
112,VECTOR,'NONE',1263,1000.000000000000000,,,,,,['1263']
113,FACE_BOUND,'NONE',169,0001,,,,,,['169']
114,VECTOR,'NONE',1265,1000.000000000000000,,,,,,['1265']
115,LINE,'NONE',1262,117,,,,,,"['1262', '117']"
116,CONICAL_SURFACE,'NONE',1426,2.099999999999997900,1.029744258676654100,,,,,['1426']
117,VECTOR,'NONE',1310,1000.000000000000000,,,,,,['1310']
118,EDGE_LOOP,'NONE',1818,1813,1811,1814,,,,"['1818', '1813', '1811', '1814']"
119,VECTOR,'NONE',1307,1000.000000000000000,,,,,,['1307']
120,EDGE_LOOP,'NONE',1758,1964,1950,1851,,,,"['1758', '1964', '1950', '1851']"
121,LINE,'NONE',1184,235,,,,,,"['1184', '235']"
122,FACE_OUTER_BOUND,'NONE',265,0001,,,,,,['265']
123,FACE_OUTER_BOUND,'NONE',143,0001,,,,,,['143']
124,FACE_BOUND,'NONE',188,0001,,,,,,['188']
125,CIRCLE,'NONE',1406,2.099999999999997900,,,,,,['1406']
126,FACE_OUTER_BOUND,'NONE',233,0001,,,,,,['233']
127,FACE_BOUND,'NONE',1834,0001,,,,,,['1834']
128,CYLINDRICAL_SURFACE,'NONE',1423,3.299999999999997200,,,,,,['1423']
129,EDGE_LOOP,'NONE',1816,1809,1812,1807,,,,"['1816', '1809', '1812', '1807']"
130,EDGE_LOOP,'NONE',1828,1827,1825,1823,,,,"['1828', '1827', '1825', '1823']"
131,EDGE_LOOP,'NONE',1679,1911,1968,1692,1907,1859,1741,"['1679', '1911', '1968', '1692', '1907', '1859', '1741', '1731', '1865', '1854', '1891', '1852']"
132,FACE_OUTER_BOUND,'NONE',1838,0001,,,,,,['1838']
133,FACE_OUTER_BOUND,'NONE',1999,0001,,,,,,['1999']
134,FACE_OUTER_BOUND,'NONE',1761,0001,,,,,,['1761']
135,FACE_BOUND,'NONE',1682,0001,,,,,,['1682']
136,CIRCLE,'NONE',1404,2.749999999999988500,,,,,,['1404']
137,FACE_OUTER_BOUND,'NONE',1831,0001,,,,,,['1831']
138,EDGE_LOOP,'NONE',2030,2029,2027,1986,,,,"['2030', '2029', '2027', '1986']"
139,CYLINDRICAL_SURFACE,'NONE',1638,2.499999999999995100,,,,,,['1638']
140,EDGE_LOOP,'NONE',2026,2034,1989,1991,2007,,,"['2026', '2034', '1989', '1991', '2007']"
141,LINE,'NONE',791,148,,,,,,"['791', '148']"
142,FACE_OUTER_BOUND,'NONE',145,0001,,,,,,['145']
143,EDGE_LOOP,'NONE',2014,1982,2016,2017,,,,"['2014', '1982', '2016', '2017']"
144,CYLINDRICAL_SURFACE,'NONE',1416,5.499999999999998200,,,,,,['1416']
145,EDGE_LOOP,'NONE',1779,1781,1778,1777,,,,"['1779', '1781', '1778', '1777']"
146,FACE_OUTER_BOUND,'NONE',1832,0001,,,,,,['1832']
147,FACE_OUTER_BOUND,'NONE',231,0001,,,,,,['231']
148,VECTOR,'NONE',792,1000.000000000000000,,,,,,['792']
149,FACE_OUTER_BOUND,'NONE',1839,0001,,,,,,['1839']
150,VECTOR,'NONE',1281,1000.000000000000000,,,,,,['1281']
151,CLOSED_SHELL,'NONE',286,288,287,291,290,289,292,"['286', '288', '287', '291', '290', '289', '292', '293', '294', '295', '296', '297', '298', '299', '300', '301', '302', '303', '304', '305', '306', '307', '308', '309', '310', '311', '312', '313', '314', '315', '316', '317', '318', '319', '320', '321', '322', '323', '324', '325', '326', '327', '328', '329', '330', '331', '332', '333', '334', '335', '336', '337', '338', '339', '340', '341', '342', '343', '344', '345', '346', '347', '348']"
152,CYLINDRICAL_SURFACE,'NONE',1637,2.099999999999997900,,,,,,['1637']
153,LINE,'NONE',1240,161,,,,,,"['1240', '161']"
154,CIRCLE,'NONE',1456,4.999999999999997300,,,,,,['1456']
155,LINE,'NONE',1280,99,,,,,,"['1280', '99']"
156,CYLINDRICAL_SURFACE,'NONE',1462,3.299999999999997200,,,,,,['1462']
157,EDGE_LOOP,'NONE',1976,1977,1995,1993,,,,"['1976', '1977', '1995', '1993']"
158,CIRCLE,'NONE',1394,25.00000000000000000,,,,,,['1394']
159,CIRCLE,'NONE',1401,17.50000000000000400,,,,,,['1401']
160,VECTOR,'NONE',1312,1000.000000000000000,,,,,,['1312']
161,VECTOR,'NONE',1301,1000.000000000000000,,,,,,['1301']
162,LINE,'NONE',1179,66,,,,,,"['1179', '66']"
163,FACE_OUTER_BOUND,'NONE',41,0001,,,,,,['41']
164,LINE,'NONE',1,175,,,,,,"['1', '175']"
165,LINE,'NONE',1195,64,,,,,,"['1195', '64']"
166,LINE,'NONE',1178,61,,,,,,"['1178', '61']"
167,LINE,'NONE',1304,170,,,,,,"['1304', '170']"
168,LINE,'NONE',1288,150,,,,,,"['1288', '150']"
169,EDGE_LOOP,'NONE',1810,1806,,,,,,"['1810', '1806']"
170,VECTOR,'NONE',1311,1000.000000000000000,,,,,,['1311']
171,EDGE_LOOP,'NONE',1994,1992,2033,2008,,,,"['1994', '1992', '2033', '2008']"
172,LINE,'NONE',1317,174,,,,,,"['1317', '174']"
173,VECTOR,'NONE',1196,1000.000000000000000,,,,,,['1196']
174,VECTOR,'NONE',1315,1000.000000000000000,,,,,,['1315']
175,VECTOR,'NONE',1197,1000.000000000000000,,,,,,['1197']
176,LINE,'NONE',1198,173,,,,,,"['1198', '173']"
177,VECTOR,'NONE',1305,1000.000000000000000,,,,,,['1305']
178,VECTOR,'NONE',1309,1000.000000000000100,,,,,,['1309']
179,EDGE_LOOP,'NONE',1974,1983,,,,,,"['1974', '1983']"
180,VECTOR,'NONE',1209,1000.000000000000000,,,,,,['1209']
181,VECTOR,'NONE',1193,1000.000000000000000,,,,,,['1193']
182,LINE,'NONE',1186,183,,,,,,"['1186', '183']"
183,VECTOR,'NONE',1172,1000.000000000000000,,,,,,['1172']
184,LINE,'NONE',1187,185,,,,,,"['1187', '185']"
185,VECTOR,'NONE',1189,1000.000000000000000,,,,,,['1189']
186,LINE,'NONE',1176,180,,,,,,"['1176', '180']"
187,EDGE_LOOP,'NONE',1880,1872,,,,,,"['1880', '1872']"
188,EDGE_LOOP,'NONE',2032,1850,,,,,,"['2032', '1850']"
189,EDGE_LOOP,'NONE',1794,1797,1792,1795,,,,"['1794', '1797', '1792', '1795']"
190,CONICAL_SURFACE,'NONE',1459,2.099999999999997900,1.029744258676654100,,,,,['1459']
191,EDGE_LOOP,'NONE',2028,2031,,,,,,"['2028', '2031']"
192,FACE_OUTER_BOUND,'NONE',1844,0001,,,,,,['1844']
193,CIRCLE,'NONE',1398,4.999999999999990200,,,,,,['1398']
194,EDGE_LOOP,'NONE',1784,1783,1782,1780,,,,"['1784', '1783', '1782', '1780']"
195,CYLINDRICAL_SURFACE,'NONE',1578,2.099999999999997900,,,,,,['1578']
196,EDGE_LOOP,'NONE',1881,1882,1893,,,,,"['1881', '1882', '1893']"
197,EDGE_LOOP,'NONE',1871,1943,,,,,,"['1871', '1943']"
198,CYLINDRICAL_SURFACE,'NONE',1465,3.299999999999997200,,,,,,['1465']
199,EDGE_LOOP,'NONE',1786,1789,1785,1787,,,,"['1786', '1789', '1785', '1787']"
200,CYLINDRICAL_SURFACE,'NONE',1579,5.499999999999998200,,,,,,['1579']
201,EDGE_LOOP,'NONE',1821,1824,1826,1822,,,,"['1821', '1824', '1826', '1822']"
202,FACE_OUTER_BOUND,'NONE',1765,0001,,,,,,['1765']
203,CYLINDRICAL_SURFACE,'NONE',1464,2.499999999999998700,,,,,,['1464']
204,FACE_OUTER_BOUND,'NONE',1840,0001,,,,,,['1840']
205,CYLINDRICAL_SURFACE,'NONE',1457,4.999999999999997300,,,,,,['1457']
206,FACE_BOUND,'NONE',241,0001,,,,,,['241']
207,FACE_OUTER_BOUND,'NONE',1837,0001,,,,,,['1837']
208,FACE_BOUND,'NONE',219,0001,,,,,,['219']
209,EDGE_LOOP,'NONE',1687,1760,1718,1745,,,,"['1687', '1760', '1718', '1745']"
210,EDGE_LOOP,'NONE',1798,1801,1796,1799,,,,"['1798', '1801', '1796', '1799']"
211,CONICAL_SURFACE,'NONE',1454,17.50000000000000400,0.7853981633974536100,,,,,['1454']
212,CYLINDRICAL_SURFACE,'NONE',1455,25.00000000000000000,,,,,,['1455']
213,CONICAL_SURFACE,'NONE',1440,17.50000000000000400,0.7853981633974536100,,,,,['1440']
214,FACE_OUTER_BOUND,'NONE',131,0001,,,,,,['131']
215,FACE_OUTER_BOUND,'NONE',138,0001,,,,,,['138']
216,FACE_OUTER_BOUND,'NONE',56,0001,,,,,,['56']
217,EDGE_LOOP,'NONE',2015,2018,2019,2020,,,,"['2015', '2018', '2019', '2020']"
218,EDGE_LOOP,'NONE',1817,1819,,,,,,"['1817', '1819']"
219,EDGE_LOOP,'NONE',1904,1970,,,,,,"['1904', '1970']"
220,CYLINDRICAL_SURFACE,'NONE',1596,4.999999999999993800,,,,,,['1596']
221,FACE_OUTER_BOUND,'NONE',1764,0001,,,,,,['1764']
222,FACE_OUTER_BOUND,'NONE',140,0001,,,,,,['140']
223,CYLINDRICAL_SURFACE,'NONE',1461,2.749999999999992000,,,,,,['1461']
224,CYLINDRICAL_SURFACE,'NONE',1444,17.50000000000000400,,,,,,['1444']
225,VECTOR,'NONE',1248,1000.000000000000000,,,,,,['1248']
226,FACE_OUTER_BOUND,'NONE',1710,0001,,,,,,['1710']
227,EDGE_LOOP,'NONE',1998,2002,1867,2000,1866,,,"['1998', '2002', '1867', '2000', '1866']"
228,EDGE_LOOP,'NONE',1978,1980,1979,1985,,,,"['1978', '1980', '1979', '1985']"
229,CIRCLE,'NONE',1402,17.50000000000000400,,,,,,['1402']
230,FACE_OUTER_BOUND,'NONE',1836,0001,,,,,,['1836']
231,EDGE_LOOP,'NONE',1775,1774,1776,1773,,,,"['1775', '1774', '1776', '1773']"
232,EDGE_LOOP,'NONE',1997,1868,1897,,,,,"['1997', '1868', '1897']"
233,EDGE_LOOP,'NONE',1955,1958,1853,1962,,,,"['1955', '1958', '1853', '1962']"
234,EDGE_LOOP,'NONE',1876,1877,1878,1879,,,,"['1876', '1877', '1878', '1879']"
235,VECTOR,'NONE',1182,1000.000000000000100,,,,,,['1182']
236,LINE,'NONE',1282,91,,,,,,"['1282', '91']"
237,CYLINDRICAL_SURFACE,'NONE',1641,2.749999999999995600,,,,,,['1641']
238,EDGE_LOOP,'NONE',1984,1981,,,,,,"['1984', '1981']"
239,FACE_OUTER_BOUND,'NONE',1766,0001,,,,,,['1766']
240,FACE_OUTER_BOUND,'NONE',1841,0001,,,,,,['1841']
241,EDGE_LOOP,'NONE',1683,1864,,,,,,"['1683', '1864']"
242,FACE_OUTER_BOUND,'NONE',58,0001,,,,,,['58']
243,CIRCLE,'NONE',1400,2.749999999999988500,,,,,,['1400']
244,EDGE_LOOP,'NONE',2005,2003,2006,2001,2004,,,"['2005', '2003', '2006', '2001', '2004']"
245,FACE_OUTER_BOUND,'NONE',1768,0001,,,,,,['1768']
246,FACE_OUTER_BOUND,'NONE',1835,0001,,,,,,['1835']
247,LINE,'NONE',793,249,,,,,,"['793', '249']"
248,LINE,'NONE',796,11,,,,,,"['796', '11']"
249,VECTOR,'NONE',795,1000.000000000000000,,,,,,['795']
250,LINE,'NONE',794,69,,,,,,"['794', '69']"
251,FACE_OUTER_BOUND,'NONE',209,0001,,,,,,['209']
252,FACE_BOUND,'NONE',1833,0001,,,,,,['1833']
253,VECTOR,'NONE',1236,1000.000000000000000,,,,,,['1236']
254,EDGE_LOOP,'NONE',2013,1829,,,,,,"['2013', '1829']"
255,LINE,'NONE',1177,22,,,,,,"['1177', '22']"
256,FACE_OUTER_BOUND,'NONE',1849,0001,,,,,,['1849']
257,LINE,'NONE',1313,160,,,,,,"['1313', '160']"
258,LINE,'NONE',1249,225,,,,,,"['1249', '225']"
259,VECTOR,'NONE',1244,1000.000000000000000,,,,,,['1244']
260,CIRCLE,'NONE',1397,2.749999999999992000,,,,,,['1397']
261,EDGE_LOOP,'NONE',1808,1804,,,,,,"['1808', '1804']"
262,EDGE_LOOP,'NONE',1802,1805,1800,1803,,,,"['1802', '1805', '1800', '1803']"
263,FACE_OUTER_BOUND,'NONE',1843,0001,,,,,,['1843']
264,LINE,'NONE',989,275,,,,,,"['989', '275']"
265,EDGE_LOOP,'NONE',1733,1860,1684,1753,,,,"['1733', '1860', '1684', '1753']"
266,FACE_OUTER_BOUND,'NONE',120,0001,,,,,,['120']
267,CARTESIAN_POINT,'NONE',-21.21335182349479000,7.129999999999993700,37.49999999999997900,,,,,[]
268,CARTESIAN_POINT,'NONE',-21.21335182349479000,21.25000000000000000,20.24999999999996800,,,,,[]
269,LINE,'NONE',1022,1339,,,,,,"['1022', '1339']"
270,LINE,'NONE',1004,278,,,,,,"['1004', '278']"
271,VECTOR,'NONE',1003,1000.000000000000000,,,,,,['1003']
272,VECTOR,'NONE',995,1000.000000000000100,,,,,,['995']
273,CIRCLE,'NONE',1390,2.500000000000002200,,,,,,['1390']
274,LINE,'NONE',978,272,,,,,,"['978', '272']"
275,VECTOR,'NONE',990,1000.000000000000000,,,,,,['990']
276,CIRCLE,'NONE',1396,2.499999999999998700,,,,,,['1396']
277,CIRCLE,'NONE',1389,2.749999999999992000,,,,,,['1389']
278,VECTOR,'NONE',1005,1000.000000000000100,,,,,,['1005']
279,MANIFOLD_SOLID_BREP,'Fase1',151,,,,,,,['151']
280,B_SPLINE_CURVE_WITH_KNOTS,'NONE',3,"
#1258",1261,1260,1254,"
.UNSPECIFIED.",0000,"['\n', '1258', '1261', '1260', '1254']"
281,B_SPLINE_CURVE_WITH_KNOTS,'NONE',3,"
#1298",1294,1293,1292,"
.UNSPECIFIED.",0000,"['\n', '1298', '1294', '1293', '1292']"
282,ADVANCED_BREP_SHAPE_REPRESENTATION,'mac-003-006_Halter',279,1366,872,,,,,"['279', '1366', '872']"
283,UNCERTAINTY_MEASURE_WITH_UNIT,LENGTH_MEASURE1.000000000000000100E-005,1138,'distance_accuracy_value','NONE',,,,,['1138']
284,B_SPLINE_CURVE_WITH_KNOTS,'NONE',3,"
#975",980,981,982,"
.UNSPECIFIED.",0000,"['\n', '975', '980', '981', '982']"
285,B_SPLINE_CURVE_WITH_KNOTS,'NONE',3,"
#1277",1274,1273,1272,"
.UNSPECIFIED.",0000,"['\n', '1277', '1274', '1273', '1272']"
286,ADVANCED_FACE,'NONE',263,1714,0000,,,,,"['263', '1714']"
287,ADVANCED_FACE,'NONE',149,200,0000,,,,,"['149', '200']"
288,ADVANCED_FACE,'NONE',97,198,0000,,,,,"['97', '198']"
289,ADVANCED_FACE,'NONE',245,195,0000,,,,,"['245', '195']"
290,ADVANCED_FACE,'NONE',146,203,0000,,,,,"['146', '203']"
291,ADVANCED_FACE,'NONE',137,156,0000,,,,,"['137', '156']"
292,ADVANCED_FACE,'NONE',239,190,0000,,,,,"['239', '190']"
293,ADVANCED_FACE,'NONE',202,139,0000,,,,,"['202', '139']"
294,ADVANCED_FACE,'NONE',204,152,0000,,,,,"['204', '152']"
295,ADVANCED_FACE,'NONE',192,18,0000,,,,,"['192', '18']"
296,ADVANCED_FACE,'NONE',240,237,0000,,,,,"['240', '237']"
297,ADVANCED_FACE,'NONE',246,223,0000,,,,,"['246', '223']"
298,ADVANCED_FACE,'NONE',126,211,0000,,,,,"['126', '211']"
299,ADVANCED_FACE,'NONE',163,487,0000,,,,,"['163', '487']"
300,ADVANCED_FACE,'NONE',266,205,0000,,,,,"['266', '205']"
301,ADVANCED_FACE,'NONE',251,220,0000,,,,,"['251', '220']"
302,ADVANCED_FACE,'NONE',206,134,135,515,0000,,,"['206', '134', '135', '515']"
303,ADVANCED_FACE,'NONE',214,509,0000,,,,,"['214', '509']"
304,ADVANCED_FACE,'NONE',57,519,0000,,,,,"['57', '519']"
305,ADVANCED_FACE,'NONE',133,523,0001,,,,,"['133', '523']"
306,ADVANCED_FACE,'NONE',36,527,0000,,,,,"['36', '527']"
307,ADVANCED_FACE,'NONE',132,531,0000,,,,,"['132', '531']"
308,ADVANCED_FACE,'NONE',242,535,0000,,,,,"['242', '535']"
309,ADVANCED_FACE,'NONE',221,539,0000,,,,,"['221', '539']"
310,ADVANCED_FACE,'NONE',40,224,0000,,,,,"['40', '224']"
311,ADVANCED_FACE,'NONE',256,55,0000,,,,,"['256', '55']"
312,ADVANCED_FACE,'NONE',226,213,0000,,,,,"['226', '213']"
313,ADVANCED_FACE,'NONE',252,208,216,556,0000,,,"['252', '208', '216', '556']"
314,ADVANCED_FACE,'NONE',230,212,0001,,,,,"['230', '212']"
315,ADVANCED_FACE,'NONE',207,561,0000,,,,,"['207', '561']"
316,ADVANCED_FACE,'NONE',127,122,560,0000,,,,"['127', '122', '560']"
317,ADVANCED_FACE,'NONE',215,51,0000,,,,,"['215', '51']"
318,ADVANCED_FACE,'NONE',38,123,573,0000,,,,"['38', '123', '573']"
319,ADVANCED_FACE,'NONE',39,33,0000,,,,,"['39', '33']"
320,ADVANCED_FACE,'NONE',94,579,0000,,,,,"['94', '579']"
321,ADVANCED_FACE,'NONE',222,581,0000,,,,,"['222', '581']"
322,ADVANCED_FACE,'NONE',54,585,0000,,,,,"['54', '585']"
323,ADVANCED_FACE,'NONE',37,589,0000,,,,,"['37', '589']"
324,ADVANCED_FACE,'NONE',96,46,0000,,,,,"['96', '46']"
325,ADVANCED_FACE,'NONE',32,111,0000,,,,,"['32', '111']"
326,ADVANCED_FACE,'NONE',53,109,602,0000,,,,"['53', '109', '602']"
327,ADVANCED_FACE,'NONE',93,34,0000,,,,,"['93', '34']"
328,ADVANCED_FACE,'NONE',49,116,0000,,,,,"['49', '116']"
329,ADVANCED_FACE,'NONE',52,35,0000,,,,,"['52', '35']"
330,ADVANCED_FACE,'NONE',47,44,615,0000,,,,"['47', '44', '615']"
331,ADVANCED_FACE,'NONE',48,42,0000,,,,,"['48', '42']"
332,ADVANCED_FACE,'NONE',45,43,89,623,0000,,,"['45', '43', '89', '623']"
333,ADVANCED_FACE,'NONE',106,619,0000,,,,,"['106', '619']"
334,ADVANCED_FACE,'NONE',50,627,0000,,,,,"['50', '627']"
335,ADVANCED_FACE,'NONE',124,29,88,635,0001,,,"['124', '29', '88', '635']"
336,ADVANCED_FACE,'NONE',87,128,0000,,,,,"['87', '128']"
337,ADVANCED_FACE,'NONE',86,85,641,0000,,,,"['86', '85', '641']"
338,ADVANCED_FACE,'NONE',30,82,0000,,,,,"['30', '82']"
339,ADVANCED_FACE,'NONE',84,23,0000,,,,,"['84', '23']"
340,ADVANCED_FACE,'NONE',113,80,651,0000,,,,"['113', '80', '651']"
341,ADVANCED_FACE,'NONE',31,144,0000,,,,,"['31', '144']"
342,ADVANCED_FACE,'NONE',26,657,0001,,,,,"['26', '657']"
343,ADVANCED_FACE,'NONE',81,659,0000,,,,,"['81', '659']"
344,ADVANCED_FACE,'NONE',24,663,0000,,,,,"['24', '663']"
345,ADVANCED_FACE,'NONE',83,667,0000,,,,,"['83', '667']"
346,ADVANCED_FACE,'NONE',25,671,0000,,,,,"['25', '671']"
347,ADVANCED_FACE,'NONE',142,675,0000,,,,,"['142', '675']"
348,ADVANCED_FACE,'NONE',147,679,0000,,,,,"['147', '679']"
349,CARTESIAN_POINT,'NONE',-21.21335182349479000,-10.07000000000000600,39.59999999999997300,,,,,[]
350,DIRECTION,'NONE',0.7071067811865512400,0.0000000000000000000,0.7071067811865439100,,,,,[]
351,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
